 TWO-PHASE BOUNDARIES
       T         RHOLIQ        RHOVAP        PLIQ         PVAP        ELIQ         EVAP         SLIQ         SVAP        GLIQ         GVAP         PSILIQ      PSIVAP         NTY
  8.80698E+3  1.68058E+3  1.68058E+3  2.54743E+0  2.54743E+0  1.30859E+7  1.30859E+7  5.40214E+3  5.40214E+3 -3.29720E+7 -3.29720E+7  8.26170E-1  8.26170E-1      0
  8.69638E+3  1.81356E+3  1.34931E+3  2.38528E+0  2.37856E+0  1.25108E+7  1.41416E+7  5.32439E+3  5.56383E+3 -3.24742E+7 -3.24779E+7  4.84291E-1  8.14714E-1     60
  8.58578E+3  1.96991E+3  1.26176E+3  2.23303E+0  2.23303E+0  1.18848E+7  1.43419E+7  5.24054E+3  5.60084E+3 -3.19731E+7 -3.19731E+7  4.16611E-1  9.11047E-1     13
  8.47518E+3  2.05747E+3  1.18304E+3  2.09193E+0  2.09193E+0  1.14902E+7  1.45156E+7  5.18902E+3  5.63468E+3 -3.14683E+7 -3.14683E+7  3.83692E-1  1.01401E+0     12
  8.36458E+3  2.12213E+3  1.11047E+3  1.95506E+0  1.95506E+0  1.11715E+7  1.46714E+7  5.14779E+3  5.66658E+3 -3.09639E+7 -3.09639E+7  3.61088E-1  1.12634E+0     12
  8.25398E+3  2.17588E+3  1.04257E+3  1.82249E+0  1.82249E+0  1.08892E+7  1.48143E+7  5.11134E+3  5.69722E+3 -3.04597E+7 -3.04597E+7  3.43262E-1  1.25048E+0     11
  8.14339E+3  2.22286E+3  9.78380E+2  1.69431E+0  1.69431E+0  1.06299E+7  1.49473E+7  5.07779E+3  5.72706E+3 -2.99559E+7 -2.99559E+7  3.28326E-1  1.38914E+0     11
  8.03279E+3  2.26509E+3  9.17242E+2  1.57065E+0  1.57065E+0  1.03868E+7  1.50730E+7  5.04618E+3  5.75645E+3 -2.94524E+7 -2.94524E+7  3.15362E-1  1.54550E+0     10
  7.92219E+3  2.30375E+3  8.58683E+2  1.45160E+0  1.45160E+0  1.01560E+7  1.51928E+7  5.01598E+3  5.78566E+3 -2.89492E+7 -2.89492E+7  3.03842E-1  1.72334E+0     10
  7.81159E+3  2.33960E+3  8.02372E+2  1.33727E+0  1.33727E+0  9.93495E+6  1.53081E+7  4.98684E+3  5.81491E+3 -2.84463E+7 -2.84463E+7  2.93431E-1  1.92728E+0     10
  7.70099E+3  2.37317E+3  7.48076E+2  1.22776E+0  1.22776E+0  9.72200E+6  1.54198E+7  4.95850E+3  5.84437E+3 -2.79438E+7 -2.79438E+7  2.83901E-1  2.16300E+0     10
  7.59039E+3  2.40484E+3  6.95639E+2  1.12315E+0  1.12315E+0  9.51586E+6  1.55286E+7  4.93080E+3  5.87418E+3 -2.74416E+7 -2.74416E+7  2.75089E-1  2.43761E+0      9
  7.47979E+3  2.43488E+3  6.44962E+2  1.02353E+0  1.02353E+0  9.31558E+6  1.56350E+7  4.90359E+3  5.90447E+3 -2.69398E+7 -2.69398E+7  2.66874E-1  2.76001E+0      9
  7.36919E+3  2.46353E+3  5.95991E+2  9.28969E-1  9.28969E-1  9.12044E+6  1.57393E+7  4.87678E+3  5.93536E+3 -2.64383E+7 -2.64383E+7  2.59163E-1  3.14153E+0      9
  7.25860E+3  2.49095E+3  5.48707E+2  8.39529E-1  8.39529E-1  8.92986E+6  1.58417E+7  4.85027E+3  5.96692E+3 -2.59372E+7 -2.59372E+7  2.51884E-1  3.59669E+0      9
  7.14800E+3  2.51728E+3  5.03124E+2  7.55254E-1  7.55254E-1  8.74338E+6  1.59425E+7  4.82400E+3  5.99925E+3 -2.54365E+7 -2.54365E+7  2.44981E-1  4.14424E+0      9
  7.03740E+3  2.54263E+3  4.59278E+2  6.76174E-1  6.76174E-1  8.56064E+6  1.60416E+7  4.79791E+3  6.03242E+3 -2.49363E+7 -2.49363E+7  2.38405E-1  4.80865E+0      8
  6.92680E+3  2.56710E+3  4.17226E+2  6.02300E-1  6.02300E-1  8.38132E+6  1.61388E+7  4.77196E+3  6.06650E+3 -2.44366E+7 -2.44366E+7  2.32119E-1  5.62209E+0      8
  6.81620E+3  2.59076E+3  3.77036E+2  5.33618E-1  5.33618E-1  8.20515E+6  1.62342E+7  4.74610E+3  6.10153E+3 -2.39373E+7 -2.39373E+7  2.26090E-1  6.62733E+0      8
  6.70560E+3  2.61368E+3  3.38790E+2  4.70093E-1  4.70093E-1  8.03193E+6  1.63274E+7  4.72028E+3  6.13757E+3 -2.34387E+7 -2.34387E+7  2.20293E-1  7.88172E+0      8
  6.59500E+3  2.63589E+3  3.02571E+2  4.11664E-1  4.11664E-1  7.86146E+6  1.64183E+7  4.69449E+3  6.17467E+3 -2.29408E+7 -2.29408E+7  2.14703E-1  9.46294E+0      8
  6.48441E+3  2.65746E+3  2.68462E+2  3.58239E-1  3.58239E-1  7.69359E+6  1.65064E+7  4.66870E+3  6.21287E+3 -2.24436E+7 -2.24436E+7  2.09302E-1  1.14773E+1      8
  6.37381E+3  2.67842E+3  2.36544E+2  3.09700E-1  3.09700E-1  7.52818E+6  1.65915E+7  4.64286E+3  6.25219E+3 -2.19472E+7 -2.19472E+7  2.04073E-1  1.40718E+1      8
  6.26321E+3  2.69879E+3  2.06883E+2  2.65897E-1  2.65897E-1  7.36509E+6  1.66731E+7  4.61696E+3  6.29268E+3 -2.14517E+7 -2.14517E+7  1.99000E-1  1.74517E+1      8
  6.15261E+3  2.71860E+3  1.79531E+2  2.26651E-1  2.26651E-1  7.20424E+6  1.67508E+7  4.59099E+3  6.33436E+3 -2.09573E+7 -2.09573E+7  1.94072E-1  2.19073E+1      7
  6.04201E+3  2.73788E+3  1.54520E+2  1.91753E-1  1.91753E-1  7.04551E+6  1.68242E+7  4.56490E+3  6.37725E+3 -2.04640E+7 -2.04640E+7  1.89276E-1  2.78529E+1      7
  5.93141E+3  2.75665E+3  1.31853E+2  1.60968E-1  1.60968E-1  6.88881E+6  1.68928E+7  4.53868E+3  6.42138E+3 -1.99720E+7 -1.99720E+7  1.84603E-1  3.58869E+1      7
  5.82081E+3  2.77491E+3  1.11510E+2  1.34037E-1  1.34037E-1  6.73408E+6  1.69563E+7  4.51232E+3  6.46678E+3 -1.94815E+7 -1.94815E+7  1.80043E-1  4.68837E+1      7
  5.71021E+3  2.79269E+3  9.34383E+1  1.10681E-1  1.10681E-1  6.58122E+6  1.70142E+7  4.48578E+3  6.51347E+3 -1.89924E+7 -1.89924E+7  1.75588E-1  6.21355E+1      7
  5.59962E+3  2.81000E+3  7.75542E+1  9.06078E-2  9.06078E-2  6.43016E+6  1.70661E+7  4.45905E+3  6.56146E+3 -1.85051E+7 -1.85051E+7  1.71230E-1  8.35751E+1      7
  5.48902E+3  2.82685E+3  6.37471E+1  7.35146E-2  7.35146E-2  6.28083E+6  1.71118E+7  4.43210E+3  6.61079E+3 -1.80197E+7 -1.80197E+7  1.66964E-1  1.14130E+2      6
  5.37842E+3  2.84325E+3  5.18807E+1  5.90972E-2  5.90972E-2  6.13316E+6  1.71509E+7  4.40492E+3  6.66149E+3 -1.75362E+7 -1.75362E+7  1.62781E-1  1.58291E+2      6
  5.26782E+3  2.85922E+3  4.17987E+1  4.70546E-2  4.70546E-2  5.98709E+6  1.71834E+7  4.37747E+3  6.71361E+3 -1.70549E+7 -1.70549E+7  1.58677E-1  2.23044E+2      6
  5.15722E+3  2.87477E+3  3.33313E+1  3.70956E-2  3.70956E-2  5.84255E+6  1.72092E+7  4.34974E+3  6.76720E+3 -1.65758E+7 -1.65758E+7  1.54645E-1  3.19411E+2      6
  5.04662E+3  2.88991E+3  2.63016E+1  2.89432E-2  2.89432E-2  5.69946E+6  1.72281E+7  4.32169E+3  6.82233E+3 -1.60992E+7 -1.60992E+7  1.50681E-1  4.65054E+2      6
  4.93602E+3  2.90466E+3  2.05324E+1  2.23392E-2  2.23392E-2  5.55776E+6  1.72403E+7  4.29330E+3  6.87911E+3 -1.56252E+7 -1.56252E+7  1.46780E-1  6.88746E+2      5
  4.82543E+3  2.91903E+3  1.58518E+1  1.70468E-2  1.70468E-2  5.41739E+6  1.72461E+7  4.26454E+3  6.93767E+3 -1.51538E+7 -1.51538E+7  1.42938E-1  1.03819E+3      5
  4.71483E+3  2.93302E+3  1.20979E+1  1.28526E-2  1.28526E-2  5.27828E+6  1.72455E+7  4.23538E+3  6.99815E+3 -1.46853E+7 -1.46853E+7  1.39150E-1  1.59399E+3      5
  4.60423E+3  2.94667E+3  9.12204E+0  9.56991E-3  9.56734E-3  5.14037E+6  1.72390E+7  4.20578E+3  7.06076E+3 -1.42196E+7 -1.42196E+7  1.35411E-1  2.49518E+3      4
  4.49363E+3  2.95998E+3  6.79090E+0  7.02691E-3  7.02532E-3  5.00358E+6  1.72269E+7  4.17571E+3  7.12573E+3 -1.37571E+7 -1.37571E+7  1.31720E-1  3.98682E+3      4
  4.38303E+3  2.97296E+3  4.98712E+0  5.08476E-3  5.08379E-3  4.86787E+6  1.72098E+7  4.14513E+3  7.19333E+3 -1.32976E+7 -1.32976E+7  1.28072E-1  6.51140E+3      4
  4.27243E+3  2.98563E+3  3.60931E+0  3.62189E-3  3.62131E-3  4.73316E+6  1.71880E+7  4.11401E+3  7.26390E+3 -1.28414E+7 -1.28414E+7  1.24464E-1  1.08886E+4      4
  4.16183E+3  2.99801E+3  2.57119E+0  2.53631E-3  2.53597E-3  4.59939E+6  1.71621E+7  4.08228E+3  7.33782E+3 -1.23886E+7 -1.23886E+7  1.20894E-1  1.86798E+4      4
  4.05124E+3  3.01011E+3  1.80046E+0  1.74358E-3  1.74337E-3  4.46651E+6  1.71328E+7  4.04993E+3  7.41552E+3 -1.19392E+7 -1.19392E+7  1.17359E-1  3.29505E+4      4
  3.94064E+3  3.02194E+3  1.23731E+0  1.17460E-3  1.17460E-3  4.33446E+6  1.71006E+7  4.01688E+3  7.49750E+3 -1.14933E+7 -1.14933E+7  1.13856E-1  5.99214E+4      5
  3.83004E+3  3.03351E+3  8.58940E-1  7.86256E-4  7.86256E-4  4.20318E+6  1.70374E+7  3.98308E+3  7.57315E+3 -1.10510E+7 -1.10510E+7  1.10383E-1  1.07269E+5      6
  3.71944E+3  3.04484E+3  5.60172E-1  5.03605E-4  5.03605E-4  4.07261E+6  1.70101E+7  3.94849E+3  7.66870E+3 -1.06125E+7 -1.06125E+7  1.06939E-1  2.12349E+5      6
  3.60884E+3  3.05594E+3  3.57156E-1  3.14519E-4  3.14519E-4  3.94271E+6  1.69797E+7  3.91303E+3  7.76975E+3 -1.01779E+7 -1.01779E+7  1.03520E-1  4.36140E+5      5
